"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"14-000878","06/20/14 0217","06/20/14 0217","06/20/14 0217","Hunt Street and Welch Avenue","Arrest","operating while intoxicated",-93.6501239,42.0202787
"14-000879","06/20/14 0259","06/20/14 0259","06/20/14 0259","South 4th Street and University Boulevard","Arrest","operating while intoxicated",-93.63108,42.016262
"14-000880","06/20/14 0918","06/20/14 0918","06/20/14 0918","Schilletter Village","Open","domestic dispute",-93.6419526,42.0440492
"14-000881","06/20/14 2141","06/20/14 2141","06/20/14 2141","Lot 35","Arrest","drug violation",-93.6454805,42.0317614
"14-000882","06/20/14 2234","06/20/14 2234","06/20/14 2234","Lincoln Way and Welch Avenue","Arrest","operating while intoxicated",-93.6501393,42.0227328
"14-000882","06/20/14 2234","06/20/14 2234","06/20/14 2234","LINCOLN WAY/N UNIVERSITY BLVD","Arrest","driving violation",NA,NA
"14-000883","06/21/14 0020","06/21/14 0020","06/21/14 0020","300 block of Lynn Avenue","Arrest","drug violation",-93.645878,42.0202902
"14-000883","06/21/14 0020","06/21/14 0020","06/21/14 0020","300 block of Lynn Avenue","Arrest","liquor law violation",-93.645878,42.0202902
"14-000884","06/21/14 0157","06/21/14 0157","06/21/14 0157","Pammel Drive and WOI Road","Arrest","operating while intoxicated",-93.6502722,42.0305197
"14-000885","06/21/14 0323","06/21/14 0323","06/21/14 0323","Highway 30 and South Dakota Avenue","Arrest","operating while intoxicated",-93.6387198,42.0030346
"14-000885","06/21/14 0323","06/21/14 0323","06/21/14 0323","Highway 30 and South Dakota Avenue","Arrest","driving violation",-93.6387198,42.0030346
"14-000885","06/21/14 0323","06/21/14 0323","06/21/14 0323","Highway 30 and South Dakota Avenue","Arrest","false information",-93.6387198,42.0030346
"14-000885","06/21/14 0323","06/21/14 0323","06/21/14 0323","SOUTH DAKOTA AVE/US HIGHWAY 30 RAMP","Arrest","false information",-93.678528,41.9985159
"14-000885","06/21/14 0323","06/21/14 0323","06/21/14 0323","SOUTH DAKOTA AVE/US HIGHWAY 30 RAMP","Arrest","harassment",-93.678528,41.9985159
"14-000887","06/22/14 0044","06/22/14 0044","06/22/14 0044","Frederiksen Court","Arrest","vandalism",-93.6440878,42.0340306
"14-000888","06/22/14 1835","06/22/14 1835","06/22/14 1835","13th Street and Crescent Street","Arrest","trespass",-93.6287633,42.0353829
"14-000892","06/24/14 1702",NA,"06/24/14 1702","3000 block of 520th Avenue","Open","vandalism",-93.6585389,42.0011523
"14-000893","06/25/14 0156","06/25/14 0156","06/25/14 0156","Hayward Avenue and Lincoln Way","Arrest","public intoxication",-93.6517059,42.0228461
"14-000896","06/26/14 0859",NA,"06/26/14 0859","Frederiksen Court","Arrest","sexual assault",-93.6440878,42.0340306
"14-000897","06/26/14 1519",NA,"06/26/14 1519","Armory Building","Open","harassment",-93.6509474,42.029626
"14-000898","06/26/14 1757",NA,"06/26/14 1757","Linden Hall","Open","theft",-93.6403252,42.0231404
"14-000899","06/26/14 1828",NA,"06/26/14 1828","Armory Building","Open","theft",-93.6509474,42.029626
"14-000899","06/26/14 1828","06/23/14 1200","06/26/14 0900","FREDERIKSEN COURT COMMUNITY CENTER","Open","fraud",-93.6429145,42.0339213
"14-000901","06/27/14 1332",NA,"06/27/14 1332","Schilletter Village","Open","theft",-93.6419526,42.0440492
"14-000902","06/28/14 0615","06/28/14 0615","06/28/14 0615","Bruner Drive and Stange Road","Arrest","operating while intoxicated",-93.6448075,42.0389323
"14-000904","06/28/14 2214","06/28/14 2214","06/28/14 2214","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"14-000907","06/30/14 1059",NA,"06/30/14 1059","Ross Hall","Open","vandalism",-93.644204,42.0266305
"14-000908","07/02/14 0957","07/02/14 0957","07/02/14 0957","Eaton Hall","Arrest","drug violation",-93.6528168,42.0245839
"14-000910","07/02/14 1316",NA,NA,"Ross Hall","Unfounded","theft",-93.644204,42.0266305
"14-000911","07/03/14 0254","07/03/14 0254","07/03/14 0254","4900 block of Mortensen Road","Arrest","operating while intoxicated",-93.6886363,42.0128357
"14-000912","07/03/14 1747","07/01/14 1700","07/03/14 1400","151 UNIVERSITY VILLAGE","Open","hit and run",-93.6441672,42.0427435
"14-000913","07/03/14 1815","07/03/14 1815","07/03/14 1815","Memorial Union","Arrest","trespass",-93.6459454,42.0236502
"14-000914","07/04/14 0122","07/04/14 0122","07/04/14 0122","Pammel Drive and WOI Road","Arrest","drug violation",-93.6502722,42.0305197
"14-000915","07/04/14 0347","07/04/14 0347","07/04/14 0347","Lincoln Way and State Avenue","Arrest","public intoxication",-93.6591203,42.0227266
"14-000915","07/04/14 0347","07/04/14 0347","07/04/14 0347","Lincoln Way and State Avenue","Arrest","interference",-93.6591203,42.0227266
"14-000915","07/04/14 0347","07/04/14 0347","07/04/14 0347","Lincoln Way and State Avenue","Arrest","assault",-93.6591203,42.0227266
"14-000919","07/05/14 0053","07/05/14 0053","07/05/14 0053","STANGE RD/PAMMEL DR","Open","violation",NA,NA
"14-000920","07/05/14 0141","07/05/14 0141","07/05/14 0141","Haber Road and University Boulevard","Arrest","operating while intoxicated",-93.6387948,42.0299502
"14-000924","07/09/14 0036","07/09/14 0036","07/09/14 0036","100 block of Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"14-000925","07/09/14 0203","07/09/14 0203","07/09/14 0203","2500 block of Hunt Street","Arrest","public intoxication",-93.6501319,42.0202786
"14-000926","07/10/14 1840","07/07/14 1800","07/09/14 2000","State Gymnasium","Open","theft",-93.6538021,42.0246748
"14-000927","07/10/14 2307","07/10/14 2307","07/10/14 2307","BUCHANAN HALL","Open","drug violation",NA,NA
"14-000928","07/11/14 0155","07/11/14 0155","07/11/14 0155","Franklin Avenue and Lincoln Way","Arrest","driving violation",-93.6647899,42.0228024
"14-000929","07/11/14 0200","07/11/14 0200","07/11/14 0200","Chamberlain Street and Lynn Avenue","Arrest","driving violation",-93.6464356,42.0215381
"14-000929","07/11/14 0200","07/11/14 0200","07/11/14 0200","Chamberlain Street and Lynn Avenue","Arrest","false information",-93.6464356,42.0215381
"14-000929","07/11/14 0808","07/11/14 0131","07/11/14 0200","CHAMBERLAIN ST/LYNN AVE","Arrest","prostitution",NA,NA
"14-000930","07/11/14 1602","07/07/14 0001","07/08/14 0816","Buchanan Hall","Arrest","theft",-93.642449,42.022653
"14-000931","07/11/14 2123","07/11/14 2123","07/11/14 2123","2340 13TH ST","Arrest","driving violation",-93.5822258,42.0337076
"14-000931","07/11/14 2130","07/11/14 2130","07/11/14 2130","13th Street and Hyland Avenue","Arrest","drug violation",-93.6556846,42.0287518
"14-000933","07/12/14 0132","07/12/14 0132","07/12/14 0132","Mayfield Drive and Seagrave Boulevard","Arrest","driving violation",-93.6715029,42.0112358
"14-000934","07/12/14 0239","07/12/14 0239","07/12/14 0239","Howard Avenue and Lincoln Way","Arrest","public intoxication",-93.6584515,42.0227284
"14-000935","07/12/14 1301","07/12/14 1301","07/12/14 1301","2100 block of 13th Street","Arrest","driving violation",-93.5852635,42.0339055
"14-000936","07/13/14 0053","07/13/14 0053","07/13/14 0053","400 block of Stanton Avenue","Arrest","public intoxication",-93.6485071,42.0191178
"14-000937","07/13/14 0111","07/13/14 0111","07/13/14 0111","Baker Street and Lynn Avenue","Arrest","public intoxication",-93.6463639,42.0179401
"14-000938","07/13/14 0105","07/13/14 0105","07/13/14 0105","Hayward Avenue and Hunt Street","Arrest","alcohol violation",-93.6517575,42.0201314
"14-000941","07/16/14 0805","07/13/14 1322","07/13/14 1322","Reiman Gardens","Open","theft",-93.6385732,42.0106058
"14-000942","07/17/14 0121","07/17/14 0121","07/17/14 0121","13th Street and Stange Road","Arrest","alcohol violation",-93.620521,42.034189
"14-000942","07/17/14 0121","07/17/14 0121","07/17/14 0121","13TH ST/STANGE RD","Arrest","liquor law violation",-93.6447655,42.0356216
"14-000943","07/17/14 0157","07/17/14 0157","07/17/14 0157","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"14-000944","07/17/14 0151","07/17/14 0151","07/17/14 0151","Bruner Drive and Stange Road","Arrest","operating while intoxicated",-93.6448075,42.0389323
"14-000944","07/17/14 0151","07/17/14 0151","07/17/14 0151","Bruner Drive and Stange Road","Arrest","driving violation",-93.6448075,42.0389323
"14-000946","07/18/14 0208","07/18/14 0208","07/18/14 0208","University Boulevard and Wallace Road","Arrest","operating while intoxicated",-93.6415414,42.0305048
"14-000947","07/18/14 0916",NA,"07/18/14 0915","Black Engineering Building","Open","harassment",-93.6513617,42.0260459
"14-000950","07/19/14 1211","07/19/14 1120","07/19/14 1140","State Gymnasium","Closed","theft",-93.6538021,42.0246748
"14-000951","07/19/14 1741","07/19/14 1200","07/19/14 1330","Cyclone Sports Track","Open","theft",NA,NA
"14-000952","07/20/14 0344","07/20/14 0344","07/20/14 0344","Lake LaVerne","Arrest","public intoxication",-93.6479874,42.0237049
"14-000953","07/20/14 1922","07/20/14 1922","07/20/14 1922","82 FREDERIKSEN COURT","Inactive","hit and run",NA,NA
"14-000958","07/25/14 0122","07/25/14 0122","07/25/14 0122","Linoln Way and Welch Avenue","Arrest","operating while intoxicated",NA,NA
"14-000959","07/25/14 0200","07/25/14 0200","07/25/14 0200","Mortensen Road and State Avenue","Arrest","operating while intoxicated",-93.6589323,42.0118849
"14-000960","07/25/14 1140","07/24/14 1430","07/24/14 1500","Veenker Golf Course","Open","theft",-93.6503018,42.0413042
"14-000960","07/25/14 1140","07/24/14 1430","07/24/14 1500","VEENKER DRIVING RANGE SHED","Open","theft",NA,NA
"14-000964","07/26/14 2011","07/25/14 2200","07/26/14 0100","MEMORIAL UNION","Open","theft",-93.6459454,42.0236502
"14-000968","07/27/14 0247","07/27/14 0247","07/27/14 0247","Campus Avenue and West Street","Arrest","operating while intoxicated",-93.6570365,42.0253277
"14-000968","07/27/14 0247","07/27/14 0247","07/27/14 0247","Campus Avenue and West Street","Arrest","driving violation",-93.6570365,42.0253277
"14-000969","07/28/14 0145",NA,"07/28/14 0145","Lot 61A","Open","vandalism",-93.6483506,42.0124764
"14-000970","07/28/14 1255","07/28/14 1255","07/28/14 1255","1300 block of U Avenue","Closed","theft",NA,NA
"14-000970","07/28/14 1117","07/28/14 1117","07/28/14 1117","BIO CENTURY RESEARCH FARM","Open","trespass",NA,NA
"14-000972","07/28/14 2035","07/28/14 2035","07/28/14 2035","13th Street and Furman Aquatic Center","Arrest","driving violation",-93.6310629,42.0352395
"14-000973","07/28/14 2126",NA,"07/28/14 2126","Eaton Hall","Open","theft",-93.6528168,42.0245839
"14-000974","07/29/14 0247","07/29/14 0247","07/29/14 0247","Lincoln Way and Sheldon Avenue","Arrest","driving violation",-93.6542392,42.0227224
"14-000975","07/29/14 1404",NA,"07/29/14 1404","Gilman Hall","Open","theft",-93.6486442,42.0294215
"14-000975","07/29/14 1404","07/29/14 1404","07/29/14 1404","GILMAN HALL","Open","theft",NA,NA
"14-000977","07/29/14 2210",NA,"07/29/14 2210","Armory Building","Open","theft",-93.6509474,42.029626
"14-000978","07/30/14 0300","07/30/14 0300","07/30/14 0300","24th Street and Stange Road","Arrest","driving violation",-93.6447879,42.0454223
"14-000980","07/31/14 1152","07/31/14 1152","07/31/14 1152","Veterinary Medicine","Arrest","theft",-93.633833,42.006383
"14-000981","08/01/14 0047","08/01/14 0047","08/01/14 0047","Ames Intermodal Facility","Arrest","public intoxication",-93.6523433,42.0210166
"14-000982","08/01/14 0044","08/01/14 0044","08/01/14 0044","Lincoln Way and Sheldon Avenue","Arrest","operating while intoxicated",-93.6542392,42.0227224
"14-000983","08/01/14 0132","08/01/14 0132","08/01/14 0132","Hyland Avenue and Lincoln Way","Arrest","public intoxication",-93.6555907,42.0227264
"14-000983","08/01/14 0132","08/01/14 0132","08/01/14 0132","Hyland Avenue and Lincoln Way","Arrest","disorderly conduct",-93.6555907,42.0227264
"14-000983","08/01/14 0132","08/01/14 0132","08/01/14 0132","Hyland Avenue and Lincoln Way","Arrest","interference",-93.6555907,42.0227264
"14-000984","08/01/14 0330","08/01/14 0330","08/01/14 0330","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"14-000986","08/01/14 0926",NA,"08/01/14 0926","Thielen Student Health Center","Open","theft",-93.6538928,42.0257585
"14-000988","08/04/14 2154","08/04/14 2154","08/04/14 2154","2200 Block of Lincoln Way","Arrest","driving violation",-93.644527,42.0226921
"14-000988","08/04/14 2154","08/04/14 2154","08/04/14 2154","MEMORIAL UNION","Arrest","interference",-93.6459454,42.0236502
"14-000989","08/05/14 2059","08/04/14 2000","08/05/14 1700","Lot 202F","Open","theft",-93.643886,42.0445397
"14-00099","08/07/14 2034","08/07/14 2034","08/07/14 2034","Lot 114","Arrest","drug violation",-93.642107,42.0361627
"14-000990","08/06/14 1052",NA,"08/06/14 1052","Memorial Union","Open","theft",-93.6459454,42.0236502
"14-000990","08/06/14 1052","07/23/14 1157","07/30/14 1109","MEMORIAL UNION","Open","fraud",-93.6459454,42.0236502
"14-000991","08/06/14 1554","08/06/14 1554","08/06/14 1554","Memorial Union","Arrest","theft",-93.6459454,42.0236502
"14-000993","08/06/14 1937","08/06/14 1430","08/06/14 1930","LOT 29","Open","hit and run",-93.6494938,42.032232
"14-000994","08/07/14 0149","08/07/14 0149","08/07/14 0149","Gable Lane","Arrest","public intoxication",NA,NA
"14-000995","08/07/14 2034","08/07/14 2034","08/07/14 2034","Lot 114","Arrest","drug violation",-93.642107,42.0361627
"14-000996","08/09/14 0004","08/09/14 0004","08/09/14 0004","Hayward Avenue and Storm Street","Arrest","public intoxication",-93.6516926,42.0161435
"14-000997","08/09/14 0152","08/09/14 0152","08/09/14 0152","Union Drive and Welch Road","Arrest","operating while intoxicated",-93.649224,42.0239964
"14-000998","08/09/14 0845",NA,"08/09/14 0845","Buchanan Hall","Open","theft",-93.642449,42.022653
"14-001000","08/09/14 1206","08/09/14 1206","08/09/14 1206","Bruner Drive and Stange Road","Arrest","driving violation",-93.6448075,42.0389323
"14-001001","08/09/14 1811","08/09/14 1811","08/09/14 1811","13th Street and Stange Road","Arrest","driving violation",-93.620521,42.034189
"14-001002","08/10/14 0053","08/09/14 2215","08/09/14 2245","Chamerlain Street and Stanton Avenue","Open","theft",NA,NA
"14-001002","08/10/14 0053","08/10/14 0053","08/10/14 0053","CHAMBERLAIN ST/WELCH AVE","Open","theft",NA,NA
"14-001003","08/10/14 0201","08/10/14 0201","08/10/14 0201","Gateway Hills Park Drive and Mortensen Road","Arrest","operating while intoxicated",-93.649344,42.0118567
"14-001004","08/10/14 0233","08/10/14 0233","08/10/14 0233","Morrill Road and Union Drive","Arrest","operating while intoxicated",-93.6467417,42.0247336
"14-001004","08/10/14 0233","08/10/14 0233","08/10/14 0233","Morill Road and Union Drive","Arrest","driving violation",NA,NA
"14-001005","08/10/14 1436",NA,"08/10/14 1436","4100 block of Maricopa Drive","Open","theft",-93.6721876,42.0082125
"14-001010","08/11/14 1624",NA,"08/11/14 1624","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"14-001012","08/11/14 2024","08/11/14 2024","08/11/14 2024","University Boulevard and Wallace Road","Arrest","driving violation",-93.6415414,42.0305048
"14-001014","08/12/14 0813",NA,"08/12/14 0813","Biorenewables Laboratory","Open","theft",-93.6519015,42.0274615
"14-001017","08/12/14 2109","08/11/14 1200","08/12/14 2109","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"14-001018","08/15/14 0205","08/15/14 0205","08/15/14 0205","LINCOLN WAY/HARTFORD DR","Open","operating while intoxicated",NA,NA
"14-001019","08/15/14 1104","08/15/14 1104","08/15/14 1104","CATT HALL","Open","theft",-93.6456974,42.0278902
"14-001020","08/15/14 1657","08/14/14 0900","08/14/14 1100","Lot 10","Open","vandalism",-93.6538945,42.0296641
"14-001021","08/16/14 0203","08/16/14 0203","08/16/14 0203","South 4th Street and University Boulevard","Arrest","driving violation",-93.63108,42.016262
"14-001022","08/16/14 0256","08/16/14 0256","08/16/14 0256","Ash Avenue and Lincoln Way","Arrest","alcohol violation",-93.64441,42.0226961
"14-001022","08/16/14 0256","08/16/14 0256","08/16/14 0256","LINCOLN WAY/ASH AVE","Arrest","liquor law violation",-93.64441,42.0226961
"14-001024","08/16/14 2220",NA,"08/16/14 2220","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"14-001024","08/16/14 2220","08/16/14 2130","08/16/14 2215","33 FREDERIKSEN COURT","Open","vandalism",-93.640694,42.0346152
"14-001026","08/17/14 1255","08/17/14 1245","08/17/14 1246","ARMORY BUILDING","Open","hit and run",-93.6509474,42.029626
"14-001027","08/17/14 1541","08/16/14 1500","08/17/14 1530","Lot 112","Open","theft",-93.6464654,42.0266187
"14-001027","08/17/14 1541","08/16/14 1430","08/17/14 1530","1032 HABER RD","Open","theft",-93.6384225,42.0312632
"14-001029","08/17/14 2321",NA,"08/17/14 2321","Armory Building","Open","harassment",-93.6509474,42.029626
"14-001030","08/18/14 0234","08/18/14 0234","08/18/14 0234","300 block of Stanton Avenue","Arrest","operating while intoxicated",-93.6481458,42.0202997
"14-001030","08/18/14 0234","08/18/14 0234","08/18/14 0234","300 block of Stanton Avenue","Arrest","driving violation",-93.6481458,42.0202997
"14-001031","08/18/14 0139","08/18/14 0139","08/18/14 0139","Ash Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.64441,42.0226961
"14-001031","08/18/14 0139","08/18/14 0139","08/18/14 0139","Ash Avenue and Lincoln Way","Arrest","drug violation",-93.64441,42.0226961
"14-001031","08/18/14 0139","08/18/14 0139","08/18/14 0139","Ash Avenue and Lincoln Way","Arrest","theft",-93.64441,42.0226961
"14-001031","08/18/14 0139","08/18/14 0139","08/18/14 0139","Ash Avenue and Lincoln Way","Arrest","alcohol violation",-93.64441,42.0226961
"14-001031","08/18/14 0516","08/18/14 0139","08/18/14 0139","LINCOLN WAY/ASH AVE","Arrest","liquor law violation",-93.64441,42.0226961
"14-001032","08/18/14 1002",NA,"08/18/14 1002","Friley Hall","Open","harassment",-93.65045,42.0239234
"14-001033","08/18/14 1717","08/17/14 2200","08/18/14 1717","36 FREDERIKSEN COURT","Open","fraud",-93.6412736,42.0353215
"14-001034","08/18/14 1916","08/18/14 1916","08/18/14 1916","Mortensen Road and State Avenue","Arrest","alcohol violation",-93.6589323,42.0118849
"14-001034","08/18/14 1916","08/18/14 1916","08/18/14 1916","MORTENSEN RD/STATE AVE","Arrest","liquor law violation",NA,NA
"14-001036","08/19/14 1614","08/19/14 1614","08/19/14 1614","Lincoln Way and North Russell Avenue","Arrest","driving violation",-93.6283456,42.0228388
"14-001037","08/19/14 2110","08/19/14 2110","08/19/14 2110","Lot 63","Arrest","drug violation",-93.6367573,42.0239698
"14-001038","08/20/14 0046","08/20/14 0046","08/20/14 0046","Lot A3","Arrest","drug violation",-93.6377976,42.0177136
"14-001040","08/20/14 2108","08/20/14 2108","08/20/14 2108","Frederiksen Court","Arrest","alcohol violation",-93.6440878,42.0340306
"14-001040","08/20/14 2108","08/20/14 2108","08/20/14 2108","81 FREDERIKSEN COURT","Arrest","liquor law violation",NA,NA
"14-001041","08/21/14 0028","08/21/14 0028","08/21/14 0028","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"14-001042","08/21/14 0057","08/21/14 0057","08/21/14 0057","Beach Road and Richardson Court","Arrest","public intoxication",-93.639189,42.02383
"14-001043","08/21/14 0152","08/21/14 0000","08/21/14 0152","Wallace Hall","Open","theft",-93.6499279,42.0142261
"14-001044","08/21/14 1007","08/21/14 1007","08/21/14 1007","2600 SE 16TH ST","Arrest","drug violation",-93.5783034,42.0080785
"14-001045","08/21/14 2327","08/21/14 2327","08/21/14 2327","100 block of Stanton Avenue","Arrest","alcohol violation",-93.6485138,42.0227307
"14-001045","08/22/14 0035","08/22/14 0035","08/22/14 0035","119 STANTON AVE","Arrest","liquor law violation",-93.6489377,42.0219747
"14-001046","08/22/14 0046","08/22/14 0046","08/22/14 0046","Lincoln Way and Stanton Avenue","Arrest","public intoxication",-93.6485139,42.0227359
"14-001047","08/22/14 0035","08/22/14 0035","08/22/14 0035","100 block of Stanton Avenue","Arrest","alcohol violation",-93.6485138,42.0227307
"14-001047","08/22/14 0035","08/22/14 0035","08/22/14 0035","119 STANTON AVE","Arrest","liquor law violation",-93.6489377,42.0219747
"14-001048","08/22/14 0140","08/22/14 0140","08/22/14 0140","600 block of Hayward Avenue","Arrest","public intoxication",-93.6516926,42.0161431
"14-001049","08/22/14 0304","08/22/14 0304","08/22/14 0304","Stange Road and University Boulevard","Arrest","public intoxication",-93.6446613,42.030518
"14-001049","08/22/14 0304","08/22/14 0304","08/22/14 0304","Stange Road and University Boulevard","Arrest","trespass",-93.6446613,42.030518
"14-001051","08/22/14 0901","08/20/14 1030","08/21/14 1600","100 block of Stanton Avenue","Open","criminal mischief",-93.6485138,42.0227307
"14-001051","08/22/14 0901","08/20/14 1030","08/21/14 1600","119 STANTON AVE","Open","vandalism",-93.6489377,42.0219747
"14-001052","08/22/14 1339","08/21/14 1715","08/22/14 1315","Catt Hall","Open","criminal mischief",-93.6456974,42.0278902
"14-001052","08/22/14 1339","08/21/14 1715","08/22/14 1315","CATT HALL","Open","vandalism",-93.6456974,42.0278902
"14-001053","08/22/14 1452","08/22/14 1452","08/22/14 1452","2100 block of Lincoln Way","Arrest","alcohol violation",-93.6398183,42.0223729
"14-001053","08/22/14 1452","08/22/14 1452","08/22/14 1452","2112 LINCOLN WAY","Arrest","liquor law violation",-93.6402663,42.0223653
"14-001055","08/22/14 1555","08/22/14 0800","08/22/14 1430","Buchanan Hall","Open","theft",-93.642449,42.022653
"14-001056","08/22/14 2121",NA,"08/22/14 2121","Buchanan Hall","Open","harassment",-93.642449,42.022653
"14-001057","08/23/14 0013","08/23/14 0013","08/23/14 0013","Hyland Avenue and West Street","Arrest","public intoxication",-93.6556457,42.0253446
"14-001058","08/23/14 0034","08/23/14 0034","08/23/14 0034","200 block of Hyland Avenue","Arrest","alcohol violation",-93.6556457,42.0253446
"14-001058","08/23/14 0034","08/23/14 0034","08/23/14 0034","200 HYLAND AVE","Arrest","liquor law violation",-93.6556457,42.0253446
"14-001059","08/23/14 0036","08/23/14 0036","08/23/14 0036","Lincoln Way and Morrill Road","Arrest","alcohol violation",-93.6464078,42.0228283
"14-001059","08/23/14 0036","08/23/14 0036","08/23/14 0036","MORRILL RD/LINCOLN WAY","Arrest","liquor law violation",NA,NA
"14-001060","08/23/14 0052","08/23/14 0052","08/23/14 0052","Bissell Road and Osborn Drive","Arrest","operating while intoxicated",-93.6518898,42.0288877
"14-001061","08/23/14 0133","08/23/14 0133","08/23/14 0133","Arbor Street and Hyland Avenue","Arrest","alcohol violation",-93.6555561,42.0209196
"14-001061","08/23/14 0133","08/23/14 0133","08/23/14 0133","S HYLAND AVE/ARBOR ST","Arrest","liquor law violation",NA,NA
"14-001062","08/23/14 0228","08/23/14 0228","08/23/14 0228","Hayward Avenue and Knapp Street","Arrest","public intoxication",-93.6517339,42.0191154
"14-001063","08/23/14 0224","08/23/14 0224","08/23/14 0224","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"14-001064","08/23/14 0350","08/23/14 0350","08/23/14 0350","Mortensen Road and South Dakota Avenue","Arrest","public intoxication",-93.6786567,42.0120839
"14-001065","08/23/14 0806","08/21/14 2000","08/22/14 1800","LOT 112G","Open","hit and run",NA,NA
"14-001066","08/23/14 1805",NA,"08/23/14 1805","Buchanan Hall","Open","assault",-93.642449,42.022653
"14-001067","08/23/14 2139","08/23/14 2139","08/23/14 2139","Lincoln Way and Union Drive","Arrest","alcohol violation",-93.64278,42.0226914
"14-001067","08/23/14 2139","08/23/14 2139","08/23/14 2139","LINCOLN WAY/UNION DR","Arrest","liquor law violation",NA,NA
"14-001068","08/23/14 2157","08/23/14 2157","08/23/14 2157","Beach Road and Wallace Road","Arrest","alcohol violation",-93.6479915,42.0083895
"14-001068","08/23/14 2157","08/23/14 2157","08/23/14 2157","HAMILTON HALL","Arrest","liquor law violation",NA,NA
"14-001069","08/24/14 0000","08/24/14 0000","08/24/14 0000","Arbor Street and Sheldon Avenue","Arrest","alcohol violation",-93.6542412,42.0209168
"14-001069","08/24/14 0000","08/24/14 0000","08/24/14 0000","ARBOR ST/S SHELDON AVE","Arrest","liquor law violation",NA,NA
"14-001070","08/24/14 0006","08/24/14 0006","08/24/14 0006","600 block of Hayward Avenue","Arrest","operating while intoxicated",-93.6516926,42.0161431
"14-001072","08/24/14 0032","08/24/14 0032","08/24/14 0032","100 block of Hyland Avenue","Arrest","operating while intoxicated",-93.6555855,42.0226467
"14-001072","08/24/14 0032","08/24/14 0032","08/24/14 0032","100 block of Hyland Avenue","Arrest","alcohol violation",-93.6555855,42.0226467
"14-001072","08/24/14 0032","08/24/14 0032","08/24/14 0032","100 HYLAND AVE","Arrest","liquor law violation",-93.6555855,42.0226467
"14-001073","08/24/14 0142","08/24/14 0142","08/24/14 0142","Hayward Avenue and Storm Street","Arrest","public intoxication",-93.6516926,42.0161435
"14-001074","08/24/14 0149","08/24/14 0149","08/24/14 0149","Lake LaVerne","Arrest","public intoxication",-93.6479874,42.0237049
"14-001075","08/24/14 0148","08/24/14 0148","08/24/14 0148","Campus Avenue and Lincoln Way","Arrest","drug violation",-93.6570426,42.0227269
"14-001076","08/24/14 0229","08/24/14 0229","08/24/14 0229","100 block of Hayward Avenue","Arrest","public intoxication",-93.6517049,42.0227335
"14-001078","08/24/14 0607","08/24/14 0607","08/24/14 0607","Alumni Center","Arrest","public intoxication",-93.6387083,42.0181584
"14-001078","08/24/14 0607","08/24/14 0607","08/24/14 0607","Alumni Center","Arrest","trespass",-93.6387083,42.0181584
"14-001079","08/24/14 1052",NA,"08/24/14 1052","Welch Hall","Open","harassment",-93.6420811,42.0236532
"14-001082","08/24/14 1352","08/24/14 1352","08/24/14 1352","B/LOT 119","Open","theft",NA,NA
"14-001085","08/24/14 2042",NA,"08/24/14 2042","Elm Hall","Open","harassment",-93.6403311,42.0251392
"14-001086","08/25/14 0331",NA,"08/25/14 0331","Willow Hall","Unfounded","theft",-93.6377325,42.0239136
"14-001087","08/25/14 0915",NA,"08/25/14 0915","Science II","Open","theft",-93.6463454,42.0300878
"14-001089","08/25/14 1817",NA,"08/25/14 1817","Lot 63","Open","criminal mischief",-93.6367573,42.0239698
"14-001089","08/25/14 1817","08/23/14 2000","08/24/14 1100","LOT 63","Open","vandalism",NA,NA
"14-001091","08/26/14 0859","08/26/14 0845","08/26/14 0846","MEMORIAL UNION PARKING RAMP","Open","hit and run",NA,NA
"14-001092","08/26/14 1854",NA,"08/26/14 1854","Molecular Biology","Unfounded","theft",-93.6496746,42.0311093
"14-001093","08/26/14 2056",NA,"08/26/14 2056","Wilson Hall","Open","theft",-93.651021,42.0139143
"14-001094","08/26/14 2140","08/26/14 2140","08/26/14 2140","South 4th Street and University Boulevard","Arrest","driving violation",-93.63108,42.016262
"14-001095","08/26/14 2201",NA,"08/26/14 2201","Lot 29","Open","vandalism",-93.6494938,42.032232
"14-001097","08/27/14 1424","08/24/14 1000","08/26/14 1500","LOT 61A","Open","hit and run",-93.6483506,42.0124764
"14-001100","08/27/14 2219","08/27/14 2219","08/27/14 2219","Bruner Drive and Long Road","Arrest","drug violation",-93.6434976,42.0390504
"14-001101","08/28/14 0019","08/28/14 0019","08/28/14 0019","LINCOLN WAY/BEACH RD","Arrest","operating while intoxicated",-93.6394928,42.0227678
"14-001101","08/28/14 0019","08/28/14 0019","08/28/14 0019","LINCOLN WAY/BEACH RD","Arrest","liquor law violation",-93.6394928,42.0227678
