"Case.Number","Date.Time.Reported","Earliest.Occurrence","Latest.Occurrence","General.Location","Disposition","Classification","longitude","latitude"
"16-000300","03/08/16 2318","03/08/16 2318","03/08/16 2318","400 block State Avenue","Arrest","drug violation",-93.6590921,42.0193842
"16-000302","03/09/16 1243",NA,"03/09/16 1243","Coover Hall","Open","theft",-93.6508836,42.0283592
"16-000303","03/09/16 1413",NA,"03/09/16 1413","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000304","03/09/16 1945",NA,"03/09/16 1945","Friley Hall","Open","theft",-93.65045,42.0239234
"16-000307","03/10/16 0141","03/10/16 0141","03/10/16 0141","100 block Welch Avenue","Arrest","disorderly conduct",-93.6501392,42.02272
"16-000307","03/10/16 0141","03/10/16 0141","03/10/16 0141","100 block Welch Avenue","Arrest","public intoxication",-93.6501392,42.02272
"16-000308","03/10/16 0248","03/10/16 0248","03/10/16 0248","University Village","Open","drug violation",-93.6441672,42.0427435
"16-000309","03/10/16 1407",NA,"03/14/16 2210","Schilletter Village","Arrest","drug violation",-93.6419526,42.0440492
"16-000314","03/11/16 0028","03/11/16 0028","03/11/16 0028","Chamberlain Street and Lynn Avenue","Arrest","public intoxication",-93.6464356,42.0215381
"16-000315","03/11/16 0111","03/11/16 0111","04/18/16 1714","South Dakota Avenue and Steinbeck Street","Arrest","drug violation",-93.6786731,42.0145902
"16-000317","03/11/16 1350",NA,"03/11/16 1350","Hawthorn Court Drive","Open","theft",-93.643986,42.0338685
"16-000318","03/12/16 1109",NA,"03/12/16 1109","Lot 62","Open","vandalism",-93.6431646,42.0217945
"16-000320","03/14/16 2254","03/14/16 2254","03/14/16 2254","2700 block of Lincoln Way","Arrest","driving violation",-93.6545215,42.022377
"16-000321","03/15/16 0143","03/15/16 0143","03/15/16 0143","Lincoln Way and South Dakota Avenue","Arrest","driving violation",-93.6787027,42.0229015
"16-000323","03/16/16 0037","03/16/16 0037","03/16/16 0037","3200 block of Lincoln Way","Arrest","driving violation",-93.6599566,42.0224942
"16-000322","03/16/16 0106","03/16/16 0106","03/16/16 0106","Arbor Street and South Sheldon Avenue","Arrest","driving violation",-93.6542412,42.0209168
"16-000324","03/16/16 0940",NA,"03/16/16 0940","General Services Building","Open","theft",-93.6410964,42.0280642
"16-000326","03/17/16 1824",NA,"03/17/16 1824","Lied Recreation Center","Open","theft",-93.6372142,42.0267276
"16-000327","03/17/16 2037","03/17/16 2037","03/17/16 2037","Storm Street and Welch Avenue","Arrest","operating while intoxicated",-93.6500563,42.0161339
"16-000328","03/19/16 0234","03/19/16 0234","03/19/16 0234","North Dakota Avenue and Ontario Street","Arrest","driving violation",-93.6787439,42.034582
"16-000329","03/19/16 1455",NA,"03/19/16 1455","Scheman Building","Open","theft",-93.6367398,42.021491
"16-000330","03/19/16 1546","03/19/16 1546","03/19/16 1546","University Village","Open","harassment",-93.6441672,42.0427435
"16-000331","03/20/16 0152","03/20/16 0152","03/20/16 0152","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
"16-000332","03/20/16 1242",NA,"03/20/16 1242","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000333","03/20/16 1727",NA,"03/20/16 1727","Roberts Hall","Open","harassment",-93.6425636,42.0239302
"16-000334","03/21/16 0133","03/21/16 0133","03/21/16 0133","Lincoln Way and North Maple Avenue","Arrest","operating while intoxicated",NA,NA
"16-000335","03/21/16 1030",NA,"03/21/16 1030","Alumni Center","Open","theft",-93.6387083,42.0181584
"16-000338","03/22/16 0152","03/22/16 0152","03/22/16 0152","Lincoln Way and Stanton Avenue","Arrest","driving violation",-93.6485139,42.0227359
"16-000339","03/22/16 1308",NA,"03/22/16 1308","Friley Hall","Open","theft",-93.65045,42.0239234
"16-000342","03/23/16 0151","03/23/16 0151","03/23/16 0151","Ash Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.64441,42.0226961
"16-000345","03/23/16 2314",NA,"03/23/16 2314","2500 block of Union Drive","Open","drug violation",-93.6517676,42.0253623
"16-000347","03/24/16 1319",NA,"03/24/16 1319","Armory Building","Open","theft",-93.6509474,42.029626
"16-000349","03/25/16 0017","03/25/16 0017","03/25/16 0017","Willow Hall","Arrest","public intoxication",-93.6377325,42.0239136
"16-000349","03/25/16 0017","03/25/16 0017","03/25/16 0017","Willow Hall","Arrest","disorderly conduct",-93.6377325,42.0239136
"16-000350","03/25/16 0210","03/25/16 0210","03/25/16 0210","119 Stanton Avenue","Arrest","public intoxication",-93.6489377,42.0219747
"16-000351","03/25/16 1109",NA,"03/25/16 1109","Armory Building","Open","theft",-93.6509474,42.029626
"16-000352","03/25/16 1246",NA,"03/25/16 1246","2229 Lincoln Way","Arrest","theft",-93.6456354,42.0235144
"16-000354","03/25/16 2110","03/25/16 2110","03/25/16 2110","Willow Hall","Arrest","public intoxication",-93.6377325,42.0239136
"16-000355","03/25/16 2332","03/25/16 2332","03/25/16 2332","Frederiksen Court","Arrest","alcohol violation",-93.6440878,42.0340306
"16-000356","03/26/16 0003",NA,"03/26/16 0000","Music Hall","Closed","theft",-93.6482276,42.0246423
"16-000357","03/26/16 0121","03/26/16 0121","03/26/16 0121","Beach Avenue and Lincoln Way","Arrest","public intoxication",-93.639494,42.022655
"16-000358","03/26/16 0133","03/26/16 0133","03/26/16 0133","South Franklin Avenue and Tripp Street","Arrest","operating while intoxicated",-93.6647488,42.0201257
"16-000360","03/26/16 0901",NA,"03/26/16 0901","Wallace Wilson Commons","Open","vandalism",-93.6504798,42.0140126
"16-000361","03/26/16 1424","03/26/16 1424","03/26/16 1424","Haber Road and North University Boulevard","Arrest","trespass",-93.6387948,42.0299502
"16-000362","03/26/16 2321",NA,"03/26/16 2321","Larch Hall","Open","vandalism",-93.6382868,42.0232779
"16-000364","03/27/16 0123","03/27/16 0123","03/26/16 0123","Blankenburg Drive and Long Road","Arrest","public intoxication",-93.6430148,42.0415349
"16-000366","03/27/16 0248","03/27/16 0248","03/27/16 0248","Bruner Drive and Stange Road","Arrest","operating while intoxicated",-93.6448075,42.0389323
"16-000365","03/27/16 1304","03/27/16 1304","03/27/16 1304","Lincoln Way and Wilder Boulevard","Arrest","drug violation",NA,NA
"16-000367","03/27/16 1906","03/27/16 1906","03/27/16 1906","13th Street and Stange Road","Arrest","driving violation",-93.620521,42.034189
"16-000368","03/27/16 2037",NA,"03/27/16 2037","Welch Hall","Open","theft",-93.6420811,42.0236532
"16-000369","03/27/16 2216",NA,"03/27/16 2216","Black Engineering Building","Open","theft",-93.6513617,42.0260459
"16-000370","03/28/16 0156","03/28/16 0156","03/28/16 0156","Mayfield Drive and Seagrave Boulevard","Open","driving violation",-93.6715029,42.0112358
"16-000371","03/28/16 2203","03/28/16 2203","03/28/16 2203","MWL Intramural Fields","Open","drug violation",NA,NA
"16-000372","03/29/16 0818","03/29/16 0818","03/29/16 0818","Mortensen Road and State Avenue","Arrest","driving violation",-93.6589323,42.0118849
"16-000373","03/29/16 1322","03/29/16 1322","03/29/16 1322","Memorial Union","Open","theft",-93.6459454,42.0236502
"16-000375","03/29/16 1426",NA,"03/29/16 1426","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000377","03/30/16 0245","03/30/16 0245","03/30/16 0245","Frederiksen Court","Open","assault",-93.6440878,42.0340306
"16-000380","03/31/16 0745",NA,"03/31/16 0745","Lloyd Veterinary Medical Center","Open","theft",-93.631937,42.0064424
"16-000381","03/31/16 0859",NA,"03/31/16 0859","Coover Hall","Open","vandalism",-93.6508836,42.0283592
"16-000382","03/31/16 1933",NA,"03/31/16 1933","Lot 63","Open","vandalism",-93.6367573,42.0239698
"16-000383","04/01/16 0139","04/01/16 0139","04/01/16 0139","Schilletter Village","Arrest","public intoxication",-93.6419526,42.0440492
"16-000384","04/01/16 0218","04/01/16 0218","04/01/16 0218","Barton Hall","Arrest","public intoxication",-93.6416296,42.0241903
"16-000385","04/01/16 0300","04/01/16 0300","04/01/16 0300","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"16-000386","04/01/16 1141",NA,"04/01/16 1141","Beardshear Hall","Open","harassment",-93.6484405,42.0261746
"16-000387","04/01/16 1158",NA,"04/01/16 1158","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000388","04/01/16 1839","04/01/16 1839","04/01/16 1839","Lincoln Way and South Sheldon Avenue","Arrest","drug violation",-93.6542392,42.0227224
"16-000389","04/01/16 1853",NA,"04/01/16 1853","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000390","04/02/16 0107","04/02/16 0107","04/02/16 0107","Knapp Street and Welch Avenue","Arrest","alcohol violation",-93.6500882,42.0191138
"16-000392","04/02/16 0121","04/02/16 0121","04/02/16 0121","Buchanan Hall","Arrest","trespass",-93.642449,42.022653
"16-000391","04/02/16 0143","04/02/16 0143","04/02/16 0143","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"16-000393","04/02/16 1135",NA,"04/02/16 1135","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000394","04/02/16 1205",NA,"04/02/16 1205","Hawthorn Court Drive","Open","theft",-93.643986,42.0338685
"16-000395","04/03/16 0058","04/03/16 0058","04/03/16 0058","Arboretum","Arrest","alcohol violation",-93.6387303,42.011617
"16-000396","04/03/16 0209","04/03/16 0209","04/03/16 0209","Lincoln Way and Welch Avenue","Arrest","public intoxication",-93.6501393,42.0227328
"16-000398","04/03/16 0209","04/03/16 0209","04/03/16 0209","Hyland Avenue and Ontario Street","Arrest","operating while intoxicated",-93.6556493,42.0345655
"16-000399","04/03/16 1613",NA,"04/03/16 1613","King Pavilion","Open","theft",-93.653478,42.0288412
"16-000401","04/04/16 1011",NA,"04/04/16 1011","Eaton Hall","Open","theft",-93.6528168,42.0245839
"16-000400","04/04/16 1016",NA,"04/04/16 1016","Knoll","Unfounded","vandalism",NA,NA
"16-000403","04/04/16 1723",NA,"04/04/16 1723","University Village","Open","sexual assault",-93.6441672,42.0427435
"16-000404","04/04/16 2022",NA,"04/04/16 2022","Friley Hall","Open","harassment",-93.65045,42.0239234
"16-000405","04/05/16 0216","04/05/16 0216","04/05/16 0216","4700 block of Steinbeck Street","Arrest","operating while intoxicated",-93.6829214,42.0147373
"16-000406","04/05/16 1532",NA,"04/05/16 1532","119 Stanton Avenue","Open","harassment",-93.6489377,42.0219747
"16-000408","04/05/16 1745","04/05/16 1745","04/05/16 1745","Larch Hall","Arrest","drug violation",-93.6382868,42.0232779
"16-000409","04/05/16 2129",NA,"04/05/16 2129","800 block of Dickinson Avenue","Open","harassment",-93.680804,42.0161777
"16-000410","04/06/16 1222",NA,"04/06/16 1222","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000412","04/06/16 2257",NA,"04/06/16 2257","4500 block of Twain Circle","Open","harassment",-93.679504,42.0153
"16-000413","04/06/16 2359","04/06/16 2359","04/06/16 2359","Lot 63","Arrest","drug violation",-93.6367573,42.0239698
"16-000414","04/07/16 0116","04/07/16 0116","04/07/16 0116","Chamberlain Street and Welch Avenue","Arrest","public intoxication",-93.6501941,42.0214439
"16-000416","04/07/16 1247",NA,"04/07/16 1247","Hawthorn Court Drive","Open","theft",-93.643986,42.0338685
"16-000417","04/07/16 1827",NA,"04/07/16 1827","Schilletter Village","Open","theft",-93.6419526,42.0440492
"16-000418","04/07/16 1855",NA,"04/07/16 1855","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000419","04/07/16 1932",NA,"04/07/16 1932","Schilletter Village","Open","theft",-93.6419526,42.0440492
"16-000421","04/08/16 0017","04/08/16 0017","04/08/16 0017","Beach Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.639494,42.022655
"16-000420","04/08/16 0026","04/08/16 0026","04/08/16 0026","100 block of Howard Avenue","Arrest","public intoxication",-93.6584517,42.0227384
"16-000422","04/08/16 0231","04/08/16 0231","04/08/16 0231","Clemens Boulevard and South Dakota Avenue","Arrest","drug violation",-93.678692,42.0179285
"16-000422","04/08/16 0231","04/08/16 0231","04/08/16 0231","Clemens Boulevard and South Dakota Avenue","Arrest","driving violation",-93.678692,42.0179285
"16-000423","04/08/16 0857",NA,"04/08/16 0857","Lot 63","Open","vandalism",-93.6367573,42.0239698
"16-000424","04/08/16 1221",NA,"04/08/16 1221","Schilletter Village","Open","theft",-93.6419526,42.0440492
"16-000425","04/08/16 1420",NA,"04/08/16 1420","Lot B6","Open","theft",-93.6365107,42.0167789
"16-000426","04/08/16 1518",NA,"04/08/16 1518","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000427","04/08/16 2357","04/08/16 2357","04/08/16 2357","119 Stanton Avenue","Arrest","alcohol violation",-93.6489377,42.0219747
"16-000428","04/09/16 0011","04/09/16 0011","04/09/16 0011","Memorial Union","Arrest","public intoxication",-93.6459454,42.0236502
"16-000429","04/09/16 0053","04/09/16 0053","04/09/16 0053","Lot 63","Arrest","drug violation",-93.6367573,42.0239698
"16-000430","04/09/16 0213","04/09/16 0213","04/09/16 0213","Lincoln Way and Wilmoth Avenue","Arrest","driving violation",-93.6615998,42.0227611
"16-000431","04/09/16 0229","04/09/16 0229","04/09/16 0229","Buchanan Hall","Arrest","drug violation",-93.642449,42.022653
"16-000431","04/09/16 0229","04/09/16 0229","04/09/16 0229","Buchanan Hall","Arrest","alcohol violation",-93.642449,42.022653
"16-000431","04/09/16 0229","04/09/16 0229","04/09/16 0229","Buchanan Hall","Arrest","unlawful use of license",-93.642449,42.022653
"16-000433","04/09/16 1656",NA,"04/09/16 1656","Hoover Hall","Open","theft",-93.6511839,42.0266539
"16-000435","04/10/16 0010","04/10/16 0010","04/10/16 0010","Southwest Recreation Complex","Arrest","drug violation",-93.6571453,42.0163142
"16-000435","04/10/16 0010","04/10/16 0010","04/10/16 0010","Southwest Recreation Complex","Arrest","unlawful use of license",-93.6571453,42.0163142
"16-000437","04/10/16 0250","04/10/16 0250","04/10/16 0250","Lincoln Way and South Oak Street","Arrest","operating while intoxicated",NA,NA
"16-000438","04/10/16 1556",NA,"04/10/16 1556","Willow Hall","Open","vandalism",-93.6377325,42.0239136
"16-000439","04/11/16 0025",NA,"04/11/16 0025","Hawthorn Court Drive","Open","vandalism",-93.643986,42.0338685
"16-000440","04/11/16 0108",NA,"04/11/16 0108","Bissell Road","Open","vandalism",-93.6518972,42.0277214
"16-000441","04/11/16 0314","04/11/16 0314","04/11/16 0314","Mortensen Road and State Avenue","Arrest","driving violation",-93.6589323,42.0118849
"16-000442","04/11/16 1541",NA,"04/11/16 1541","Armory Building","Open","theft",-93.6509474,42.029626
"16-000444","04/11/16 1856",NA,"04/11/16 1856","Lot 59A","Open","vandalism",-93.6535564,42.0234382
"16-000445","04/12/16 0245","04/12/16 0245","04/12/16 0245","Delaware Avenue and North Dakota Avenue","Arrest","operating while intoxicated",-93.6788195,42.0279736
"16-000446","04/13/16 0049","04/13/16 0049","04/13/16 0049","Hayward Avenue and Mortensen Road","Arrest","operating while intoxicated",-93.6516786,42.0118612
"16-000447","04/13/16 0617",NA,"04/13/16 0617","Sweeney Hall","Open","vandalism",-93.6509194,42.0278127
"16-000448","04/13/16 0926",NA,"04/13/16 0926","Armory Building","Open","harassment",-93.6509474,42.029626
"16-000449","04/13/16 1508",NA,"04/13/16 1508","Lagomarcino Hall","Open","harassment",-93.6456391,42.0297367
"16-000450","04/13/16 1535",NA,"04/13/16 1535","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000451","04/13/16 1720",NA,"04/13/16 1720","Armory Building","Open","theft",-93.6509474,42.029626
"16-000452","04/14/16 0248","04/14/16 0248","04/14/16 0248","2100 block Gable Lane","Arrest","public intoxication",-93.6436014,42.0215071
"16-000454","04/14/16 1254",NA,"04/14/16 1254","4110 Maricopa Drive","Open","theft",-93.6723134,42.0077193
"16-000455","04/14/16 1632",NA,"04/14/16 1632","Parks Library","Open","theft",-93.6488141,42.0281254
"16-000456","04/15/16 0016","04/15/16 0016","04/15/16 0016","Gable Lane and Gray Avenue","Arrest","alcohol violation",-93.6420176,42.0214957
"16-000457","04/15/16 0940",NA,"04/15/16 0940","Willow Hall","Open","harassment",-93.6377325,42.0239136
"16-000459","04/15/16 2237","04/15/16 2237","04/15/16 2237","2403 Union Drive","Arrest","public intoxication",-93.6496968,42.024591
"16-000459","04/15/16 2237","04/15/16 2237","04/15/16 2237","2403 Union Drive","Arrest","alcohol violation",-93.6496968,42.024591
"16-000460","04/16/16 0019","04/16/16 0019","04/16/16 0019","2500 block of Chamberlain Street","Arrest","public intoxication",-93.6500819,42.0214429
"16-000461","04/16/16 0031","04/16/16 0031","04/16/16 0031","2300 block Mortensen Parkway","Arrest","operating while intoxicated",-93.647512,42.011155
"16-000462","04/16/16 0155","04/16/16 0155","04/16/16 0155","Lettie Street and Manning Avenue","Arrest","operating while intoxicated",-93.6598559,42.021492
"16-000463","04/16/16 1214",NA,"04/16/16 1214","Physics Hall","Open","theft",-93.6472746,42.0295226
"16-000464","04/16/16 1458",NA,"04/16/16 1458","Jack Trice Stadium","Open","theft",-93.635664,42.016144
"16-000465","04/16/16 1803",NA,"04/16/16 1803","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000466","04/17/16 0004","04/17/16 0004","04/17/16 0004","2300 block of Chamberlain Street","Arrest","alcohol violation",-93.6470618,42.0215537
"16-000467","04/17/16 0155","04/17/16 0155","04/17/16 0155","Beach Road and Lincoln Way","Arrest","public intoxication",-93.6394928,42.0227678
"16-000468","04/17/16 0251","04/17/16 0251","04/17/16 0251","South Hyland Avenue and Wood Street","Arrest","operating while intoxicated",-93.655592,42.0221438
"16-000471","04/17/16 1309",NA,"04/17/16 1309","119 Stanton Avenue","Open","theft",-93.6489377,42.0219747
"16-000474","04/18/16 0651",NA,"04/18/16 0651","Sweeney Hall","Open","vandalism",-93.6509194,42.0278127
"16-000476","04/18/16 1133",NA,"04/18/16 1133","Gilman Hall","Open","theft",-93.6486442,42.0294215
"16-000477","04/18/16 1834",NA,"04/18/16 1834","Hawthorn Court Drive","Open","theft",-93.643986,42.0338685
"16-000478","04/19/16 0003",NA,"04/19/16 0003","Larch Hall","Open","harassment",-93.6382868,42.0232779
"16-000481","04/19/16 1635",NA,"04/19/16 1635","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000483","04/20/16 0846",NA,"04/20/16 0846","Morrill Road","Open","vandalism",NA,NA
"16-000484","04/20/16 1058",NA,"04/20/16 1058","Ann Campbell Transit Station","Open","theft",-93.6464654,42.0266187
"16-000485","04/20/16 1400",NA,"04/20/16 1400","1100 block Southern Hills Drive","Open","theft",-93.6270715,42.0025391
"16-000487","04/21/16 0152","04/21/16 0152","04/21/16 0152","South Dakota Avenue and Todd Drive","Arrest","driving violation",-93.6787042,42.0212118
"16-000488","04/21/16 0419",NA,"04/21/16 0419","Curtiss Hall","Open","vandalism",-93.6448628,42.0261821
"16-000489","04/21/16 0942",NA,"04/21/16 0942","Hub","Open","theft",-93.6484556,42.0272385
"16-000490","04/21/16 1429",NA,"04/21/16 1429","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000491","04/21/16 1521","04/21/16 0000","04/21/16 1521","4709 Steinbeck Street","Open","robbery",-93.6830438,42.0149761
"16-000493","04/21/16 2305","04/21/16 2305","04/21/16 2305","Willow Hall","Arrest","alcohol violation",-93.6377325,42.0239136
"16-000494","04/22/16 0016","04/22/16 0016","04/22/16 0016","500 block of Hayward Avenue","Arrest","public intoxication",-93.6517122,42.0176011
"16-000495","04/22/16 0147","04/22/16 0147","04/22/16 0147","Chamberlain Place and Hunt Street","Arrest","alcohol violation",-93.6509256,42.0202731
"16-000496","04/22/16 0217",NA,"04/22/16 0217","Frederiksen Court","Open","vandalism",-93.6440878,42.0340306
"16-000497","04/22/16 0224","04/22/16 0224","04/22/16 0224","Lincoln Way and Wilmoth Avenue","Arrest","public intoxication",-93.6615998,42.0227611
"16-000503","04/23/16 0250","04/23/16 0250","04/23/16 0250","Lincoln Way and Lynn Avenue","Arrest","driving violation",-93.6464086,42.0227244
"16-000504","04/23/16 1609",NA,"04/23/16 1609","Wallace Hall","Closed","theft",-93.6499279,42.0142261
"16-000505","04/24/16 0026","04/24/16 0026","04/24/16 0026","Knapp Street and Lynn Avenue","Arrest","driving violation",-93.6463784,42.019148
"16-000506","04/24/16 0118","04/24/16 0118","04/24/16 0118","South Dakota Avenue and US Highway 30","Arrest","operating while intoxicated",-93.6387198,42.0030346
"16-000507","04/24/16 0124","04/24/16 0124","04/24/16 0124","Mortensen Road and State Avenue","Arrest","public intoxication",-93.6589323,42.0118849
"16-000508","04/24/16 0124","04/24/16 0124","04/24/16 0124","Mortensen Road and Seagrave Boulevard","Arrest","operating while intoxicated",-93.6713608,42.0120265
"16-000511","04/24/16 2230","04/24/16 2230","04/24/16 2230","800 block of Dickinson Avenue","Closed","domestic dispute",-93.680804,42.0161777
"16-000512","04/25/16 0820","04/25/16 0820","04/26/16 1407","Lot 59D","Arrest","drug violation",-93.6510118,42.0235902
"16-000516","04/25/16 1206",NA,"04/25/16 1206","4100 Maricopa Drive","Open","harassment",-93.6721876,42.0082125
"16-000515","04/25/16 1208",NA,"04/25/16 1208","Lot 112B","Open","vandalism",-93.6435978,42.0324968
"16-000517","04/26/16 1431",NA,"04/26/16 1431","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000518","04/26/16 1617",NA,"04/26/16 1617","Troxel Hall","Open","theft",-93.6440411,42.0277898
"16-000519","04/26/16 2252","04/26/16 2252","04/26/16 2252","Lincoln Way and University Boulevard","Arrest","drug violation",-93.6332661,42.0228746
"16-000520","04/27/16 1128",NA,"04/27/16 1128","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000521","04/27/16 1151",NA,"04/27/16 1151","Hawthorn Court Drive","Open","theft",-93.643986,42.0338685
"16-000523","04/27/16 1513",NA,"04/27/16 1513","Southern Hills Drive","Open","theft",-93.6280877,42.0023228
"16-000525","04/27/16 1928",NA,"04/27/16 1928","Dickinson Apartments","Closed","domestic dispute",NA,NA
"16-000527","04/28/16 0207","04/28/16 0207","04/28/16 0207","Lincoln Way and South Riverside Drive","Arrest","operating while intoxicated",-93.6296177,42.0228334
"16-000528","04/28/16 0711",NA,"04/28/16 0711","Armory Building","Open","assault",-93.6509474,42.029626
"16-000529","04/28/16 1111",NA,"04/28/16 1111","MacKay Hall","Open","theft",-93.6465403,42.0285999
"16-000530","04/28/16 1301",NA,"04/28/16 1301","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000531","04/28/16 1556",NA,"04/28/16 1556","Armory Building","Open","drug violation",-93.6509474,42.029626
"16-000533","04/28/16 2124","04/28/16 2124","04/28/16 2124","Delaware Avenue and Utah Drive","Arrest","driving violation",NA,NA
"16-000535","04/29/16 0002",NA,"04/29/16 0002","Willow Hall","Open","theft",-93.6377325,42.0239136
"16-000534","04/29/16 0019",NA,"04/29/16 0019","200 block Beach Road","Open","theft",-93.6389869,42.0254892
"16-000536","04/29/16 0335","04/29/16 0335","04/29/16 0335","Parks Library","Arrest","public intoxication",-93.6488141,42.0281254
"16-000536","04/29/16 0335","04/29/16 0335","04/29/16 0335","Parks Library","Arrest","vandalism",-93.6488141,42.0281254
"16-000537","04/29/16 1001",NA,"04/29/16 1001","Wallace Hall","Open","harassment",-93.6499279,42.0142261
"16-000538","04/29/16 1128",NA,"04/29/16 1128","200 block Main Street","Open","drug violation",-93.6120764,42.0249607
"16-000539","04/29/16 1541",NA,"04/29/16 1541","Ross Hall","Closed","theft",-93.644204,42.0266305
"16-000541","04/29/16 2149","04/29/16 2149","04/29/16 2149","East Campus Parking Deck","Arrest","alcohol violation",-93.6523433,42.0210166
"16-000542","04/30/16 0034","04/30/16 0034","04/30/16 0034","Hawthorn Court Drive and Stange Road","Arrest","driving violation",-93.64473,42.0338708
"16-000543","04/30/16 0205","04/30/16 0205","04/30/16 0205","Lincoln Way and Lynn Avenue","Arrest","operating while intoxicated",-93.6464086,42.0227244
"16-000544","04/30/16 0325",NA,"04/30/16 0325","Lincoln Way and North University Boulevard","Open","harassment",-93.6332661,42.0228746
"16-000546","05/01/16 0057","05/01/16 0057","05/01/16 0057","Friley Hall","Arrest","public intoxication",-93.65045,42.0239234
"16-000547","05/01/16 0314","05/01/16 0314","05/01/16 0314","Mortensen Road and Seagrave Boulevard","Arrest","public intoxication",-93.6713608,42.0120265
"16-000548","05/01/16 0556",NA,"05/01/16 0556","Memorial Union","Open","vandalism",-93.6459454,42.0236502
"16-000549","05/01/16 1051","05/01/16 1051","05/01/16 1051","Friley Hall","Arrest","drug violation",-93.65045,42.0239234
"16-000551","05/01/16 1709","05/01/16 1709","05/01/16 1709","Howe Hall","Arrest","domestic dispute",-93.6528316,42.0269191
"16-000552","05/02/16 1157",NA,"05/02/16 1157","Lot 62C","Open","theft",NA,NA
"16-000553","05/02/16 1233",NA,"05/02/16 1233","Coover Hall","Open","theft",-93.6508836,42.0283592
"16-000554","05/02/16 1319",NA,"05/02/16 1319","Lot 112J","Open","vandalism",-93.6425231,42.0349269
"16-000555","05/02/16 1433",NA,"05/02/16 1433","Lot 61B","Open","vandalism",-93.6483675,42.0135352
"16-000556","05/03/16 0734",NA,"05/03/16 0734","Ames Intermodal Facility","Open","vandalism",-93.6523433,42.0210166
"16-000558","05/03/16 0920",NA,"05/03/16 0920","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000559","05/03/16 1314",NA,"05/03/16 1314","Frederiksen Court","Open","theft",-93.6440878,42.0340306
"16-000560","05/03/16 2030",NA,"05/03/16 2030","Lot 112B","Open","theft",-93.6435978,42.0324968
"16-000563","05/04/16 0950",NA,"05/04/16 0950","Music Hall","Open","theft",-93.6482276,42.0246423
"16-000564","05/04/16 1004","05/04/16 1004","05/04/16 1004","Lincoln Highway","Arrest","drug violation",-93.5706929,42.022816
"16-000564","05/04/16 1004","05/04/16 1004","05/04/16 1004","Lincoln Highway","Arrest","driving violation",-93.5706929,42.022816
"16-000565","05/04/16 1350",NA,"05/04/16 1350","Friley Hall","Open","theft",-93.65045,42.0239234
"16-000566","05/04/16 1558",NA,"05/04/16 1558","Gerdin Business Building","Open","theft",-93.6444688,42.0254011
"16-000567","05/04/16 1910",NA,"05/04/16 1910","Helser Hall","Open","harassment",-93.6518379,42.02424
"16-000569","05/05/16 0308",NA,"05/05/16 0308","Buchanan Hall","Open","vandalism",-93.642449,42.022653
"16-000572","05/05/16 2142",NA,"05/05/16 2142","Disc Golf Course","Open","theft",-93.6385639,42.0358248
"16-000573","05/06/16 0739",NA,"05/06/16 0739","Roberts Hall","Open","theft",-93.6425636,42.0239302
"16-000574","05/06/16 0847",NA,"05/06/16 0847","Curtiss Hall","Open","vandalism",-93.6448628,42.0261821
"16-000575","05/06/16 1019",NA,"05/06/16 1019","Armory Building","Open","theft",-93.6509474,42.029626
"16-000576","05/06/16 1114",NA,"05/06/16 1114","Jack Trice Stadium","Open","theft",-93.635664,42.016144
"16-000577","05/06/16 1443",NA,"05/06/16 1443","Carver Hall","Open","theft",-93.648337,42.0252611
"16-000579","05/06/16 1755",NA,"05/06/16 1755","Larch Hall","Open","theft",-93.6382868,42.0232779
"16-000581","05/07/16 0025","05/07/16 0025","05/07/16 0025","Lincoln Way and Sheldon Avenue","Arrest","public intoxication",-93.6542392,42.0227224
"16-000583","05/07/16 0203","05/07/16 0203","05/07/16 0203","South Dakota Avenue and Todd Drive","Arrest","operating while intoxicated",-93.6787042,42.0212118
"16-000584","05/07/16 0213","05/07/16 0213","05/07/16 0213","Union Drive and Welch Road","Arrest","operating while intoxicated",-93.649224,42.0239964
"16-000585","05/07/16 0311","05/07/16 0311","05/07/16 0311","Campus Avenue and Lincoln Way","Arrest","operating while intoxicated",-93.6570426,42.0227269
